frame_index,frame_time_s,capture_latency_s,rectification_latency_s,segmentation_latency_s,occupancy_preprocessing_latency_s,pipeline_latency_s,capture_fps,display_fps,poisson_updates_per_s,poisson_version,field_age_s,last_solve_time_s,poisson_residual,forcing_method,solver,grid_nx,grid_ny,occupied_fraction_instantaneous,occupied_fraction_filtered,occupied_fraction_inflated,changed_fraction,submitted_poisson_task,camera_moved,camera_translation_px,camera_rotation_deg,field_stale,dropped_capture_frames,discarded_queued_tasks,discarded_obsolete_solves,queue_size,queue_maximum_observed_size,cbf_demo_status,partial_h_t_mean_abs,partial_h_t_max_abs
1,5208.185123406,0.0,0.0007606589997521951,0.1537537189997238,0.09465833500053122,0.67216009600088,0.0,0.0,0.0,,,,,constant,conjugate_gradient,64,48,0.0751953125,0.0751953125,0.19661458333333334,1.0,True,False,,,False,0,0,0,0,1,disabled,,
2,5208.857346407,0.001359177000267664,0.000560014999791747,0.00330039799973747,0.00047932399957062444,0.06180111400044552,1.483479669256482,16.162193168108058,0.0,1,0.4296340249993591,0.3154731320000792,3.410974969142444e-07,constant,conjugate_gradient,64,48,0.07096354166666667,0.06998697916666667,0.18880208333333334,0.0078125,True,False,,,False,0,0,0,0,1,disabled,,
3,5208.919214883,0.0013796879993606126,0.0006842129996584845,0.002461870999468374,0.00040141599947673967,0.012105296000299859,2.7192690556902517,27.004144663647825,16.516642424944212,2,0.06065783299982286,0.029926831999546266,3.652093099049125e-07,constant,conjugate_gradient,64,48,0.07454427083333333,0.07096354166666667,0.18977864583333334,0.0009765625,False,False,,,False,0,0,0,0,1,disabled,0.024402294143194475,0.29627093575050056
4,5208.931377245,0.0012923510003020056,0.0007148489994506235,0.002641787999891676,0.0005771120004283148,0.05960224900081812,4.014621298946829,22.435319031221287,16.516642424944212,2,0.07286533800015604,0.029926831999546266,3.652093099049125e-07,constant,conjugate_gradient,64,48,0.0732421875,0.07454427083333333,0.1953125,0.012369791666666666,True,False,,,False,0,0,0,0,1,disabled,0.024402294143194475,0.29627093575050056
5,5208.991053706,0.001116966000154207,0.0005298200003380771,0.002679619999980787,0.0005714830003853422,0.058573028000864724,4.9577657479609325,20.794677760275146,15.133364286143319,3,0.05988972399973136,0.030982119999862334,3.11462859503564e-07,constant,conjugate_gradient,64,48,0.06966145833333333,0.07389322916666667,0.19466145833333334,0.013671875,True,False,,,False,0,0,0,0,1,disabled,0.1449063778679254,2.1425050245034694
6,5209.04974992,0.001414845999534009,0.0007307729993044632,0.0029923929996584775,0.0004561579999062815,0.06125966600029642,5.773674935597615,19.705155308023873,15.645374270141792,4,0.06008365900015633,0.02975640300064697,3.4745934129887246e-07,constant,conjugate_gradient,64,48,0.07291666666666667,0.06901041666666667,0.18619791666666666,0.013020833333333334,True,False,,,False,0,0,0,0,1,disabled,0.2337498360732245,2.264068640063256
7,5209.111087323,0.0011666810005408479,0.0006044820001989137,0.0023858570002630586,0.00039383399962389376,0.06522108599983767,6.4727597294157455,18.80598895521791,15.877382279195102,5,0.06117869800073095,0.030527488000188896,3.343498136132439e-07,constant,conjugate_gradient,64,48,0.06966145833333333,0.0732421875,0.19303385416666666,0.0107421875,True,False,,,False,0,0,0,0,1,disabled,0.1877141344945287,2.105707114913714
8,5209.176376662,0.0015300690001822659,0.0007135270006983774,0.0024546499998905347,0.00040898699990066234,0.0602969560004567,7.051090282284373,18.44989034426505,15.728620347459556,6,0.06640271000014764,0.029882723999435257,3.7499303573440557e-07,constant,conjugate_gradient,64,48,0.07356770833333333,0.06966145833333333,0.1875,0.010091145833333334,True,False,,,False,0,0,0,0,1,disabled,0.14822579329516328,2.3003360062214195
9,5209.236775192,0.001381385000058799,0.0005373610001697671,0.002672454999810725,0.0003857729998344439,0.05927462299951003,7.597736842749797,18.232006503455338,15.859022341621856,7,0.06112362000021676,0.02943101700020634,3.4986693364658095e-07,constant,conjugate_gradient,64,48,0.0693359375,0.07356770833333333,0.19368489583333334,0.011393229166666666,True,False,,,False,0,0,0,0,1,disabled,0.18760547253448592,2.493825264580324
10,5209.296118919,0.0014864489994579344,0.0005493190001288895,0.0029023419992881827,0.0004578619991661981,0.05924147400037327,8.090043492862156,18.06886057219897,15.982503670130132,8,0.06052519700006087,0.03046387699941988,3.496695324400889e-07,constant,conjugate_gradient,64,48,0.07454427083333333,0.0693359375,0.18815104166666666,0.0087890625,True,False,,,False,0,0,0,0,1,disabled,0.1313020044804258,1.534868154962694
11,5209.355442727,0.001520505000371486,0.0006529450001835357,0.0026789349994942313,0.0003885670003000996,0.056891129999712575,8.534931043290106,18.01576419722627,16.09655712954881,9,0.059870298000532784,0.029232517999844276,3.377469610654771e-07,constant,conjugate_gradient,64,48,0.072265625,0.07421875,0.19466145833333334,0.012369791666666666,True,False,,,False,0,0,0,0,1,disabled,0.19301796907864519,2.5426811814262678
12,5209.412425255,0.0013975339998069103,0.0006982140002946835,0.0021666459997504717,0.00045055100054014474,0.06095555100000638,8.952331657976197,17.853905851255302,16.256428733459845,10,0.05719984499955899,0.027704126000571705,3.6753162646618875e-07,constant,conjugate_gradient,64,48,0.07096354166666667,0.07194010416666667,0.19205729166666666,0.009765625,True,False,,,False,0,0,0,0,1,disabled,0.14842345039888744,2.488370287827282
13,5209.473468608,0.0013240190000942675,0.0008137380000334815,0.0033969739997701254,0.0005205349998504971,0.06246731800001726,9.304913003600346,17.6817122232061,16.234633389863827,11,0.0631167789997562,0.02734965000036027,3.6144331083676207e-07,constant,conjugate_gradient,64,48,0.07194010416666667,0.0712890625,0.18912760416666666,0.012044270833333334,True,False,,,False,0,0,0,0,1,disabled,0.11580213118661098,1.8016175065502378
14,5209.536049838,0.00211758200020995,0.0008921670005292981,0.0024770690006334917,0.00045117100034985924,0.06344991200057848,9.607148482312597,17.514641704922322,16.2109802369013,12,0.06320554800004174,0.030020942999726685,3.1793983179539964e-07,constant,conjugate_gradient,64,48,0.0712890625,0.0712890625,0.19075520833333334,0.006184895833333333,True,False,,,False,0,0,0,0,1,disabled,0.17913914666673228,2.505721207412689
15,5209.599584287,0.0013443649995679152,0.0005402260003393167,0.0026528550006332807,0.00038352899991878076,0.05491406600049231,9.889536183676004,17.56062068942588,16.199909321819938,13,0.06280624999999418,0.0320476429997143,3.0059698286066805e-07,constant,conjugate_gradient,64,48,0.0732421875,0.0712890625,0.19140625,0.00390625,True,False,,,False,0,0,0,0,1,disabled,0.10364105452737112,2.044151391843769
16,5209.65458915,0.0015237609995892853,0.0007483399995180662,0.0029149150004741387,0.00036455000008572824,0.06008958399979747,10.197187695576632,17.494456735599226,16.320177948401717,14,0.05674892000024556,0.027190615000108664,3.967130766113769e-07,constant,conjugate_gradient,64,48,0.0712890625,0.0732421875,0.19075520833333334,0.017578125,True,False,,,False,0,0,0,0,1,disabled,0.08596678495468844,2.4840201070282157
17,5209.714760638,0.0011806219999925816,0.0005299100002957857,0.0026852740002141218,0.0003788920002989471,0.06781134599987126,10.451974921365826,17.291495692041675,16.354969109359946,15,0.060329111000100966,0.0311030179991576,3.708603415475409e-07,constant,conjugate_gradient,64,48,0.07194010416666667,0.0712890625,0.19075520833333334,0.009114583333333334,True,False,,,False,0,0,0,0,1,disabled,0.1996032195645905,2.882988985190002
18,5209.78264259,0.0015684429999964777,0.000734770000235585,0.0026816140007213107,0.00040130600064003374,0.0583476289993996,10.632019185968879,17.28118615459074,16.227432512318245,16,0.06894674100021803,0.03731099000015092,3.170061120272294e-07,constant,conjugate_gradient,64,48,0.07161458333333333,0.07194010416666667,0.19140625,0.0032552083333333335,True,False,,,False,0,0,0,0,1,disabled,0.11194141577656373,1.9568621449976475
19,5209.841058042,0.0013439929998639855,0.0005476559999806341,0.0024711910000405624,0.0003583510006137658,0.06033952099915041,10.86089371195394,17.239180522214365,16.28868504925928,17,0.05882176399973105,0.028077479000785388,3.194207920387271e-07,constant,conjugate_gradient,64,48,0.07486979166666667,0.07161458333333333,0.19173177083333334,0.0068359375,True,False,,,False,0,0,0,0,1,disabled,0.05723896709149456,1.3256070555746804
20,5209.901464243,0.0011452140006440459,0.0007137780003176886,0.002172680000512628,0.00038325900004565483,0.058814107999751286,11.06266792117886,17.225508880032407,16.30960860818566,18,0.06081943000026513,0.03184403500017652,3.754162349878243e-07,constant,conjugate_gradient,64,48,0.07194010416666667,0.07421875,0.19498697916666666,0.006510416666666667,True,False,,,False,0,0,0,0,1,disabled,0.12403327833770612,2.8829562095231167
21,5209.960347105,0.0012730059997920762,0.0005616179996650317,0.002880323999306711,0.00038525099989783484,0.10501807199943869,11.257819411174065,16.55489540739413,16.334155811013375,19,0.06048406900026748,0.027331473999765876,3.5091162686740063e-07,constant,conjugate_gradient,64,48,0.072265625,0.07259114583333333,0.19140625,0.010091145833333334,True,False,,,False,0,0,0,0,1,disabled,0.07494056465642665,1.7338901388570396
22,5210.065427701,0.0013994130003993632,0.0007050249996609637,0.002910799000346742,0.0003864129994326504,0.055986778999795206,11.161376078913797,16.611901958974688,15.740776439787798,20,0.10589634300049511,0.07689892000053078,4.061647587150219e-07,constant,conjugate_gradient,64,48,0.07486979166666667,0.07194010416666667,0.19205729166666666,0.0032552083333333335,True,False,,,False,0,0,0,0,1,disabled,0.14410314073633387,3.0155716306142324
23,5210.121484415,0.0014897399996698368,0.0007319549995372654,0.002720692000366398,0.0005089779997433652,0.06169498700000986,11.352559777784476,16.592288578068107,15.830532553306574,21,0.056764788000691624,0.027350892999493226,3.9091511894184805e-07,constant,conjugate_gradient,64,48,0.07259114583333333,0.0751953125,0.1953125,0.009114583333333334,True,False,,,False,0,0,0,0,1,disabled,0.02498805017543806,0.8782929809376235
24,5210.183253935,0.001585584000167728,0.0006290100000114762,0.002833578000718262,0.000432193000051484,0.06123810100052651,11.501865015911173,16.579842345463614,15.847275884263205,22,0.06250641099995846,0.03062875100022211,3.431961630440128e-07,constant,conjugate_gradient,64,48,0.07161458333333333,0.072265625,0.19270833333333334,0.013671875,True,False,,,False,0,0,0,0,1,disabled,0.09874174584979284,1.7601641779624015
25,5210.244582453,0.0015699899995524902,0.0006870670003991108,0.0023956420000104117,0.00048164799954975024,0.05804230700050539,16.58629085931072,16.604822455141242,15.874275232184212,23,0.06157544600046094,0.030663407999782066,2.927197257918124e-07,constant,conjugate_gradient,64,48,0.07356770833333333,0.07161458333333333,0.19205729166666666,0.0032552083333333335,True,False,,,False,0,0,0,0,1,disabled,0.16516600732135797,2.6486656679844716
26,5210.302712903,0.0014550659998349147,0.0006493809996754862,0.0024173749998226413,0.0003909899996870081,0.059780431000035605,16.609333347183213,16.608740429109258,15.926727756659405,24,0.05914967900025658,0.02958630200009793,2.994976426862195e-07,constant,conjugate_gradient,64,48,0.06966145833333333,0.07356770833333333,0.19270833333333334,0.009765625,True,False,,,False,0,0,0,0,1,disabled,0.06607684605625122,1.8140074915591877
27,5210.362565553,0.0014371550005307654,0.0007875689998400048,0.0024345149995497195,0.0003904089999196003,0.05522267099968303,16.613640809614424,16.661053579073066,15.95708197063084,25,0.06062775000009424,0.02958712200052105,3.1792053079016114e-07,constant,conjugate_gradient,64,48,0.07356770833333333,0.06966145833333333,0.18782552083333334,0.0107421875,True,False,,,False,0,0,0,0,1,disabled,0.07822209264599124,1.8236437809732189
28,5210.417864038,0.0010961850002786377,0.0004996050001864205,0.0025515119996271096,0.000379993999558792,0.05939102400043339,16.66993089559261,16.66683057774243,16.038137572334115,26,0.055244053000023996,0.026781272000334866,3.4745483645792774e-07,constant,conjugate_gradient,64,48,0.07096354166666667,0.0732421875,0.193359375,0.010091145833333334,True,False,,,False,0,0,0,0,1,disabled,0.08506089109681837,1.6063586891525692
29,5210.47735985,0.001477320000049076,0.0007488700002795667,0.0024726330002522445,0.0003712110001288238,0.06001673200080404,16.67006960412067,16.665635520142995,16.059835636786847,27,0.060630654000306095,0.029078904999551014,4.4171817847882267e-07,constant,conjugate_gradient,64,48,0.07486979166666667,0.0712890625,0.19140625,0.011067708333333334,True,False,,,False,0,0,0,0,1,disabled,0.13168622423419968,2.1729833869009973
30,5210.537473308,0.0012765030005539302,0.0006330550004349789,0.0027506670003276668,0.0005152980002094409,0.0672883510005704,16.670604749730217,16.595141710804526,16.07888938666383,28,0.06109604199991736,0.030763433999709378,3.376660444587287e-07,constant,conjugate_gradient,64,48,0.0693359375,0.07421875,0.1953125,0.0078125,True,False,,,False,0,0,0,0,1,disabled,0.13353358827723322,2.8066915652375615
31,5210.604849131,0.001113971999984642,0.0005275660005281679,0.002607682000416389,0.0003365890006534755,0.06076790199949755,16.60397058901723,16.589689502773858,16.03965844963878,29,0.06707510899923363,0.03557559399996535,4.6679532061943974e-07,constant,conjugate_gradient,64,48,0.07194010416666667,0.06966145833333333,0.18815104166666666,0.01171875,True,False,,,False,0,0,0,0,1,disabled,0.11145824549695815,2.043963531288986
32,5210.665696554,0.0014882220002618851,0.000724704000276688,0.002701763999539253,0.0004366789999039611,0.05727522899996984,16.595181539250405,16.615651934254853,16.04613897505255,30,0.06240413700015779,0.02869475099942065,4.2976469671884843e-07,constant,conjugate_gradient,64,48,0.07096354166666667,0.07194010416666667,0.19075520833333334,0.0078125,True,False,,,False,0,0,0,0,1,disabled,0.07927153558721334,1.783459239899041
33,5211.064697476,0.0018848959998649661,0.0006007670008330024,0.004769144999954733,0.0005400249992817407,0.0939434900001288,13.304276030345454,13.115973066795334,13.579838017396513,31,0.4024620429991046,0.028895258999909856,3.6815598036810115e-07,constant,conjugate_gradient,64,48,0.07421875,0.07096354166666667,0.19010416666666666,0.011067708333333334,True,False,,,False,0,0,0,0,1,disabled,0.10876138642536685,2.1195830035570618
34,5211.158751423,0.001922617000673199,0.0005425290000857785,0.0027301660002194694,0.00038769499951740727,0.05723554500036698,13.113710802620783,13.135828944032085,13.47428490687123,32,0.09271053300017229,0.03155449400037469,2.9330446693620615e-07,constant,conjugate_gradient,64,48,0.07161458333333333,0.07389322916666667,0.19368489583333334,0.009440104166666666,True,False,,,False,0,0,0,0,1,disabled,0.015205956031716492,0.31458494069594894
35,5211.216056783,0.0011774269996749354,0.0007352499997068662,0.002422221999950125,0.0004989629996998701,0.06012992500018299,13.138332524346207,13.130505207349337,13.57582603330248,33,0.05699170299976686,0.0279447490001985,3.7967810584405015e-07,constant,conjugate_gradient,64,48,0.06998697916666667,0.07194010416666667,0.19173177083333334,0.013020833333333334,True,False,,,False,0,0,0,0,1,disabled,0.07175831134816231,1.2989253237680742
36,5211.276313129,0.001518242000202008,0.000788240000474616,0.0033028260004357435,0.0003869849997499841,0.05894745499972487,13.130101799845667,13.131956690038278,13.643578072918617,34,0.0621092689998477,0.029158270999687375,3.440133724552652e-07,constant,conjugate_gradient,64,48,0.07421875,0.06966145833333333,0.18717447916666666,0.011067708333333334,True,False,,,False,0,0,0,0,1,disabled,0.1292321702335417,2.4724275003806673
37,5211.335338361,0.0012773139997079852,0.0005418179998741834,0.0028369479996399605,0.00040002399964578217,0.05929598700004135,13.133367913052762,13.116049448003523,13.727992243796935,35,0.05868764300066687,0.028508219000286772,3.37206145673008e-07,constant,conjugate_gradient,64,48,0.07421875,0.07421875,0.19173177083333334,0.008463541666666666,True,False,,,False,0,0,0,0,1,disabled,0.10919127655641908,2.5717926548630725
38,5211.394699316,0.0011087390003012842,0.0005511720000868081,0.002190316999985953,0.0004231989996696939,0.05767453699991165,13.118280199437836,13.138040816787825,13.80426669626845,36,0.05945396900006017,0.03010087900020153,3.911873349693451e-07,constant,conjugate_gradient,64,48,0.07291666666666667,0.07421875,0.19075520833333334,0.0107421875,True,False,,,False,0,0,0,0,1,disabled,0.11562638419137306,2.5068955828241157
39,5211.452455827,0.0011963710003328742,0.0006075270002838806,0.0024044499996307422,0.0004126330004510237,0.0584639699991385,13.140299974926224,13.164673151100091,13.881082301017507,37,0.05834620200039353,0.028581349999512895,3.60980429547908e-07,constant,conjugate_gradient,64,48,0.07259114583333333,0.07291666666666667,0.19108072916666666,0.005533854166666667,True,False,,,False,0,0,0,0,1,disabled,0.1366268170376985,1.6148980894496854
40,5211.511003083,0.0011926409997613518,0.0004981420006515691,0.0025519629998598248,0.0003973000002588378,0.06200938199981465,13.173491677646645,13.174485761459064,13.952483623145508,38,0.05925000199931674,0.03035662499951286,2.990039718042681e-07,constant,conjugate_gradient,64,48,0.06966145833333333,0.07259114583333333,0.18912760416666666,0.01171875,True,False,,,False,0,0,0,0,1,disabled,0.058318165849081526,2.3873771587193158
41,5211.573083613,0.0011196810000910773,0.000817924999864772,0.0031036919999678503,0.00045417599994834745,0.06308629300019675,13.175521170434294,13.120265754895994,13.996456867666737,39,0.06356571699961933,0.03226275799988798,3.504617538396815e-07,constant,conjugate_gradient,64,48,0.072265625,0.06966145833333333,0.18391927083333334,0.008463541666666666,True,False,,,False,0,0,0,0,1,disabled,0.1761283675605014,2.1960651090493033
42,5211.636251629,0.0015895899996394292,0.0005571110004893853,0.002584486999694491,0.00036245699993742164,0.06140673800018703,13.120634114676319,13.111576672264654,14.04040137014792,40,0.06352311699993152,0.031789878999916255,3.858861106209588e-07,constant,conjugate_gradient,64,48,0.07259114583333333,0.072265625,0.18619791666666666,0.007486979166666667,True,False,,,False,0,0,0,0,1,disabled,0.13817946931041106,2.556029160907904
43,5211.697731818,0.0011289240001133294,0.0007012879996182164,0.0022982649998084526,0.0004011549999631825,0.06300866200035671,13.11364227977953,13.143496023645909,14.092181629483337,41,0.06153678900045634,0.031614784999874246,4.2200952066195896e-07,constant,conjugate_gradient,64,48,0.07389322916666667,0.07259114583333333,0.18424479166666666,0.011067708333333334,True,False,,,False,0,0,0,0,1,disabled,0.1245191645521041,1.9567091456070076
44,5211.760828763,0.0017936270005520782,0.0006841030008217786,0.0026536360001045978,0.00038645299991912907,0.06551168500027416,13.14204663904648,13.095979807402468,14.125272126342855,42,0.06505874599952222,0.029591845000140893,3.7792690932292317e-07,constant,conjugate_gradient,64,48,0.0732421875,0.07356770833333333,0.18619791666666666,0.004557291666666667,True,False,,,False,0,0,0,0,1,disabled,0.12690624125654396,2.6640268569090897
45,5211.826439307,0.001158543999736139,0.0006870679999337881,0.0023294719994737534,0.0003676250007629278,0.06832927399955224,13.09803363422095,13.043229311864472,14.154255883159848,43,0.0653194540000186,0.03540990500005137,3.520977998050512e-07,constant,conjugate_gradient,64,48,0.0732421875,0.0732421875,0.18424479166666666,0.009114583333333334,True,False,,,False,0,0,0,0,1,disabled,0.0934744181967022,2.424648369653239
46,5211.894850324,0.0010453479999341653,0.0007641029997103033,0.0027281790007691598,0.00042672400013543665,0.05991049299973383,13.045314707412993,13.035954086927667,14.163345614648373,44,0.0695967980000205,0.03645049500028108,3.7869939717438683e-07,constant,conjugate_gradient,64,48,0.06966145833333333,0.0732421875,0.18098958333333334,0.006510416666666667,True,False,,,False,0,0,0,0,1,disabled,0.13303339665306602,2.235983437392779
47,5211.954833577,0.0010951340000247,0.0005601460006801062,0.002414419999695383,0.0004419169999891892,0.06342355700053304,13.036987850967922,13.313588748674821,14.212633340383547,45,0.060381340000276396,0.028445545000067796,3.2739295363626297e-07,constant,conjugate_gradient,64,48,0.0732421875,0.06966145833333333,0.17805989583333334,0.0087890625,True,False,,,False,0,0,0,0,1,disabled,0.13683399349597844,2.5422331977378096
48,5212.018341321,0.0012134170001445455,0.0005582829999184469,0.0021826160000273376,0.00035315300010552164,0.05865074600023945,13.313658640727684,13.295378491357239,14.2449799560566,46,0.06392016199970385,0.03185640000083367,3.720319199373989e-07,constant,conjugate_gradient,64,48,0.0732421875,0.0732421875,0.18131510416666666,0.008463541666666666,True,False,,,False,0,0,0,0,1,disabled,0.12007430076280685,2.311222684781357
49,5212.077075664,0.0012857109995820792,0.0008475900003759307,0.002730461999817635,0.00041256300028180704,0.06045750199973554,13.297603715496503,13.303619753189507,14.291428744568867,47,0.06071264300044277,0.03064464399994904,4.4237788188183913e-07,constant,conjugate_gradient,64,48,0.07063802083333333,0.0732421875,0.181640625,0.004231770833333333,True,False,,,False,0,0,0,0,1,disabled,0.19317540070726932,2.968662227669795
50,5212.137599547,0.0010641560002113692,0.0006649529996138881,0.002337553999495867,0.000416148999647703,0.06283146199984913,13.306846628335437,13.292869851142212,14.335481036672812,48,0.06069037999986904,0.03123421899999812,4.1335007949783176e-07,constant,conjugate_gradient,64,48,0.07161458333333333,0.0703125,0.177734375,0.006510416666666667,True,False,,,False,0,0,0,0,1,disabled,0.0557630984613545,1.9772964909431696
51,5212.200506743,0.001108212999497482,0.0005951379998805351,0.002693210999495932,0.0003647699995781295,0.06162144100017031,13.294908763010634,13.26869392464963,14.36339298551953,49,0.06379559800006973,0.02976904699971783,3.705082463056897e-07,constant,conjugate_gradient,64,48,0.07259114583333333,0.072265625,0.1787109375,0.007486979166666667,True,False,,,False,0,0,0,0,1,disabled,0.13596043655873516,2.4920617730332033
52,5212.262205881,0.0012063560006936314,0.0006168610007080133,0.002789381000184221,0.0004632090003724443,0.06033808299980592,13.270619014776514,13.264977022429045,14.39508200401867,50,0.06283615400025155,0.0312108950001857,3.78103607090452e-07,constant,conjugate_gradient,64,48,0.07096354166666667,0.07194010416666667,0.1787109375,0.006510416666666667,True,False,,,False,0,0,0,0,1,disabled,0.13700130199702718,2.560983168926987
53,5212.322624415,0.0010864349997063982,0.0005400350000854814,0.00200421599947731,0.0003602640008466551,0.07012922000012622,13.267537600427513,13.164806746738066,14.438069414360408,51,0.06011213800047699,0.029444922999573464,4.14065056020263e-07,constant,conjugate_gradient,64,48,0.07063802083333333,0.0712890625,0.17838541666666666,0.0035807291666666665,True,False,,,False,0,0,0,0,1,disabled,0.19380960971150873,2.8571809018904033
54,5212.392843621,0.0013282750005600974,0.0006178630001159036,0.0030462540007647476,0.0005498399996213266,0.04787811300047906,13.164456738852499,13.241945587362274,14.428700472363811,52,0.07227314700048737,0.032230433999757224,3.784196707101728e-07,constant,conjugate_gradient,64,48,0.07161458333333333,0.07063802083333333,0.177734375,0.00390625,True,False,,,False,0,0,0,0,1,disabled,0.11122064219877474,2.486505967153603
55,5212.441096699,0.012367661999633128,0.0034336340004301746,0.0047308019993579364,0.0004568390004351386,0.08994051399986347,13.120796157153743,13.041276258823197,14.42210220844671,53,0.07202847200005635,0.0424301020002531,4.471718995091578e-07,constant,conjugate_gradient,64,48,0.07161458333333333,0.07194010416666667,0.18033854166666666,0.00390625,True,False,,,False,0,0,0,0,1,disabled,0.0924975524240471,1.9105434600367432
56,5212.531108831,0.0013110700001561781,0.0008187760004148004,0.002533313999265374,0.0004346269997768104,0.0629860760000156,13.04295217623119,13.069711514811504,14.431672447612106,54,0.06775028300035046,0.036810262000471994,4.702891658325825e-07,constant,conjugate_gradient,64,48,0.07194010416666667,0.0712890625,0.1787109375,0.0048828125,True,False,,,False,0,0,0,0,1,disabled,0.12618653157145068,2.417341012146537
57,5212.594165824,0.0013555710002037813,0.0005259039999145898,0.0032174569996641367,0.00034926700027426705,0.06446776299981138,13.068447549185777,13.045565354990547,14.454541247254179,55,0.06396819900055561,0.033723627999279415,3.800281831445318e-07,constant,conjugate_gradient,64,48,0.0732421875,0.072265625,0.1806640625,0.005859375,True,False,,,False,0,0,0,0,1,disabled,0.10613841736700454,2.0893868316723725
58,5212.658706477,0.0014252410001063254,0.0006076370000300813,0.0027656649999698857,0.0003973399998358218,0.06342349500027922,13.044715648132275,13.005488667368953,14.471787842683739,56,0.06500194900036149,0.030593623000640946,3.4157264394707454e-07,constant,conjugate_gradient,64,48,0.0693359375,0.0732421875,0.18196614583333334,0.005208333333333333,True,False,,,False,0,0,0,0,1,disabled,0.09996119370754009,2.8470124814618645
59,5212.72220155,0.001332453000031819,0.0006920149999132263,0.0020707510002466734,0.0003480159994069254,0.05942795000009937,15.688153207557292,16.019705687169374,14.49577087813415,57,0.06337127200004034,0.032536104999962845,3.669242119030969e-07,constant,conjugate_gradient,64,48,0.0732421875,0.0693359375,0.18033854166666666,0.007486979166666667,True,False,,,False,0,0,0,0,1,disabled,0.12106920070905207,2.145598369614337
60,5212.781700207,0.001406659000167565,0.0006681590002699522,0.002997761000187893,0.0004720329998235684,0.06223808600043412,15.72942573680015,16.0208305829862,14.527893931653008,58,0.0611005490000025,0.03086566199999652,3.631656966263108e-07,constant,conjugate_gradient,64,48,0.072265625,0.0732421875,0.18782552083333334,0.007486979166666667,True,False,,,False,0,0,0,0,1,disabled,0.07621559091263634,2.066621000395711
